log_name,drift_id,change_type,drift_type,complexity,change_point,log_size,noise_level
with_noise_10__log_87_1692952585.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'gradual', 'gradual']",,"[1372, 2863, 3391, 4735, 5393, 6760, 7388]",8852.0,with_noise_10
with_noise_10__log_88_1692952587.xes.gz,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1366, 2110, 3182, 3771]",5245.0,with_noise_10
with_noise_10__log_89_1692952588.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_3', 'drift_3', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1231, 2194, 3370, 4789, 6034, 6961, 8392, 8969, 10160, 11100, 12512, 13171, 14519, 15691]",16826.0,with_noise_10
with_noise_10__log_8_1692952184.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental']",,"[1318, 2605, 3295, 4538]",5729.0,with_noise_10
with_noise_10__log_90_1692952603.xes.gz,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'sudden']",,"[1042, 1748, 2855, 4089, 4623, 5847, 6623, 7991]",9169.0,with_noise_10
with_noise_10__log_91_1692952607.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1460, 2204, 3325, 3998, 5233]",6262.0,with_noise_10
with_noise_10__log_92_1692952610.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1496, 2990, 3497, 4700, 5462, 6515, 7455, 8576, 9153]",10548.0,with_noise_10
with_noise_10__log_93_1692952613.xes.gz,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'recurring', 'recurring', 'recurring']",,"[1019, 1564, 2739, 4083, 5315, 6443]",7645.0,with_noise_10
with_noise_10__log_94_1692952615.xes.gz,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1486, 2734, 3393]",4744.0,with_noise_10
with_noise_10__log_95_1692952617.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3', 'drift_3', 'drift_3', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['incremental', 'incremental', 'incremental', 'incremental', 'sudden', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1156, 1959, 2970, 4425, 5628, 6797, 7689, 9067, 9689, 11170, 11993]",13236.0,with_noise_10
with_noise_10__log_96_1692952629.xes.gz,"['drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1087, 2286, 3016, 4084, 4958, 5962, 6779]",7867.0,with_noise_10
with_noise_10__log_97_1692952631.xes.gz,"['drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'recurring', 'recurring', 'recurring', 'recurring', 'gradual', 'gradual']",,"[1365, 2387, 3660, 4381, 5395, 6560, 7200]",8199.0,with_noise_10
with_noise_10__log_98_1692952636.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1161, 2070, 3547, 4627, 5403, 6514, 7405, 8737, 9638]",11091.0,with_noise_10
with_noise_10__log_99_1692952644.xes.gz,"['drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring']",,"[1091, 2218, 3016, 4029, 4956, 6397, 7026]",8290.0,with_noise_10
with_noise_10__log_9_1692952188.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1136, 2234, 3136, 4299, 4974]",6292.0,with_noise_10
